epoch,csi_feature_mode,spatial_stem_type,background_kernel_size,input_calibration,wrist_refinement,latent_structure_loss_weight,encoder_relation_loss_weight,distal_loss_weight,distal_replay_factor,distal_replay_fraction,source_replay_weight,wrist_direction_loss_weight,train_loss,train_coord_loss,train_bone_loss,train_mpjpe,train_pck_0_2,val_loss,val_coord_loss,val_bone_loss,val_mpjpe,val_pck_0_2,current_lr,epoch_time,train_target_loss
1,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.1588585959540473,0.12097103297710418,0.07577512722324442,0.19492007471896983,0.7239712088196366,0.1584392593819418,0.1205095632650234,0.07585939270110778,0.19436984617033123,0.7306515854670678,3.483407937860376e-05,2.761797088664025,0.1588585959540473
2,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.15542771617571513,0.11792775635366086,0.07499992394888842,0.19008483820491368,0.7345678952005175,0.15460135599713268,0.1170162124251142,0.07517028682025863,0.188674799564444,0.7436008287359167,7.750256825599257e-05,1.6438376889564097,0.15542771617571513
3,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.147718342145284,0.11119133245061945,0.07305401723693919,0.17931802835729388,0.7623456915219625,0.14937949314529514,0.11238412301849436,0.07399074007699519,0.1812108588880963,0.7595336153772142,0.00014273090204073078,1.613272505812347,0.147718342145284
4,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.1421126256386439,0.10619352498540172,0.07183819865738904,0.1712850073973338,0.7783950726191203,0.14398862966784726,0.10769647756476461,0.07258430415465508,0.17367349887335742,0.7755829965626752,0.00022245572839034455,1.6494302861392498,0.1421126256386439
5,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.13513620909717347,0.10010784224227623,0.07005673478598948,0.1614661831546713,0.7996913728890596,0.13919475127885372,0.1034480897364793,0.07149332341220643,0.16677478596016213,0.7908299100546189,0.0003068216772838708,1.5680698547512293,0.13513620909717347
6,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.1284896903567844,0.0942793545347673,0.06842067214073959,0.1522858848174413,0.8146090547243754,0.1358121943915332,0.1005072652116234,0.07060985762763906,0.16200491237051692,0.8012345742590633,0.00038539965553182774,1.5698919096030295,0.1284896903567844
7,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.12266515421646612,0.08931614166056669,0.06669802908544187,0.14440981491848273,0.8290123555395338,0.1339697305214258,0.098877177455543,0.07018510502613622,0.159343114859528,0.805068592613126,0.00044847606341137875,1.5451901550404727,0.12266515421646612
8,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.1168466051419576,0.08434389338449196,0.06500542483947895,0.13656717869970533,0.8399177145074915,0.1319897723345109,0.09717143767041925,0.06963666944960017,0.15658974175099974,0.8109259328135737,0.0004882535639108369,1.5435824608430266,0.1168466051419576
9,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.11257062366715184,0.08050699785903648,0.06412725200255712,0.130178024592223,0.8493827223777771,0.13016120320852892,0.09562724277561094,0.06906792133678624,0.15409358399885673,0.8156858785064132,0.0004999654650542295,1.5656850142404437,0.11257062366715184
10,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.10781835378320129,0.07674855214578134,0.06213960573077202,0.12401295867231157,0.8601851887173123,0.12931734107894663,0.09494944402833044,0.06873579375169896,0.15287946267628374,0.8177023401378114,0.0004965543703535437,1.5392060158774257,0.10781835378320129
11,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.10447672892499853,0.07391350666681926,0.061126446227232616,0.11939043844187701,0.8668724413271304,0.12832025441122644,0.09410569994537919,0.06842910987727437,0.15150792784896897,0.8193072770259998,0.0004876358818214678,1.5309979626908898,0.10447672892499853
