epoch,axial_mode,decoder_type,csi_feature_mode,spatial_stem_type,background_kernel_size,input_calibration,wrist_refinement,latent_structure_loss_weight,encoder_relation_loss_weight,train_loss,train_coord_loss,train_bone_loss,train_mpjpe,train_pck_0_2,val_loss,val_coord_loss,val_bone_loss,val_mpjpe,val_pck_0_2,val_pck_0_5,current_lr,epoch_time
1,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.19748610850499793,0.12479545770557168,0.14538130079287848,0.20251209264221948,0.7091836342842472,0.12064298772177136,0.08813884840252337,0.06500828019530731,0.14222593009861095,0.8279710394122122,0.9732742377503898,2.524528036268529e-05,44.43959390325472
2,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.11853992352507127,0.08476064433625113,0.06755855809501378,0.1372430404139522,0.8323994408390968,0.11207463253684413,0.08100935067107103,0.06213056347369936,0.13144854010814416,0.8382405396822894,0.975246355169306,4.0751846733381384e-05,46.552051316946745
3,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.11303461341602146,0.08116714818854404,0.06373493053417502,0.131651212770478,0.8396564647262248,0.10864755278292906,0.07819139767249321,0.0609123103309984,0.12680287518612948,0.8438139018474078,0.976433579264748,6.584189671144758e-05,46.12972318800166
4,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.10836348326998739,0.07770928558365638,0.06130839528225922,0.12614553153740868,0.8487698764520023,0.10757114544243707,0.0768740931398672,0.06139410464450227,0.12475520414805011,0.8539185100109549,0.979487386859965,9.941872740981103e-05,47.190392926800996
5,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.10313101055964125,0.0738095581889369,0.05864290484699633,0.11998716393466978,0.8595553509139442,0.10155329020579128,0.07296629305466767,0.057173994571150986,0.11881168610320711,0.858172734984165,0.9773108065588293,0.00014001467307261055,46.71815717499703
6,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.0984748994092145,0.07038722758937177,0.05617534358683276,0.11441503700011055,0.8697597734481202,0.09607962536223424,0.06854810542534809,0.0550630397180912,0.1116898412489274,0.8704275402238133,0.981446308406362,0.00018585525772826518,46.42483390076086
7,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.09300155117525122,0.06650520680437383,0.05299268868136852,0.10817459951984684,0.8812052965710369,0.09355877257443926,0.06783767278685106,0.05144219848540847,0.11028139106243774,0.8803672546178729,0.9852388348670551,0.00023493675872253894,40.887689319904894
8,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.08850969714084991,0.06329170534183737,0.050435983428402116,0.10298800448221904,0.890708418103961,0.0905888771936147,0.06536276514537895,0.05045222328976018,0.10612492919300792,0.8833419141867913,0.9838405497266889,0.0002851137907776285,41.152151255868375
9,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.0843343251724173,0.06025690342122999,0.04815484368306256,0.09807373255135766,0.8995137482770896,0.08756615282224885,0.06245673328477088,0.05021883809841063,0.10183241644417122,0.8901816522666087,0.9864194649182659,0.0003341930822193975,41.01310941204429
10,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.08079237869065731,0.05777619121976868,0.046032374874033985,0.09416577826909651,0.9058201960161668,0.08330882960032868,0.06016686864601494,0.046283922372574934,0.0982612107812856,0.8949569384827829,0.9845396941084342,0.00038002934435106225,41.651851897127926
11,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.07804203474926096,0.055806869737911644,0.04447032997749722,0.09104593904066993,0.9111093615551433,0.0831937865895577,0.059291124939175495,0.04780532347059838,0.09669190525493797,0.8980635105820545,0.9873164794117542,0.00042061904345880525,41.67801070585847
12,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.07588486658087443,0.054292805326080065,0.043184122596283604,0.08865397466894424,0.9142375711845141,0.08047351568130591,0.05684821915832804,0.047250592788108864,0.0930366846887039,0.9035313457770712,0.986373297211168,0.00045418797661215014,42.04692198615521
13,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.073396598771291,0.052496867106795,0.04179946331780936,0.08584671304558623,0.9186893883959849,0.07690878999305072,0.055112791992569146,0.043591995661295214,0.09016761638663748,0.9079702471265824,0.9904824150128021,0.00047926882326221755,41.44996552541852
14,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.07165047188690934,0.05133380320178303,0.04063333758866724,0.08402963433644531,0.9208222586252234,0.07656486997157282,0.05500176931968794,0.043126201293597406,0.0902393039713545,0.9052330331933707,0.9865315910700763,0.0004947652828055648,41.91744730481878
15,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.06938049299747649,0.049727495689686936,0.039305994427357625,0.08147613661957726,0.9248676899362961,0.07472443063164584,0.05406935728496403,0.0413101473757954,0.08877947119588836,0.9094344910088704,0.9876594575159371,0.0004999999989704114,41.83833270985633
16,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.06723046412479446,0.048198710684798814,0.0380635069911114,0.0790660369070383,0.9283311890956868,0.07634909788022114,0.05483303247164494,0.0430321312346609,0.08986929478085084,0.9102457631133902,0.989901995440921,0.0004989915789377818,41.48658641986549
17,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.06519776894019032,0.04668741876419682,0.03702070044227211,0.07667414746005555,0.9318552524390515,0.07089092219842169,0.051138974961490904,0.039503895054127616,0.08391209786763798,0.9145395602917256,0.9904956059035249,0.0004959785056303427,41.37972721410915
18,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.06345712911431489,0.04551104788999298,0.03589216253157193,0.07480537862195365,0.935312608536296,0.07181920586139491,0.05166654214952913,0.04030532718313345,0.08512460741144906,0.9122508527914702,0.9897898658712021,0.0004909850385427073,41.31268158135936
19,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.06160286718121505,0.04409944984865599,0.03500683463504269,0.07253356687898216,0.9385277119026769,0.06977466971945284,0.0504789979013651,0.038591343511895956,0.083247615607146,0.9167095455437789,0.9894600833918638,0.0004840513821357542,41.25132959475741
20,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.05992711250820999,0.042907445005073735,0.034039334970429214,0.0705941327531263,0.9417910901684079,0.070050650229473,0.05054500354244946,0.0390112938096889,0.083268796051414,0.9157531667701085,0.9897502906869061,0.00047523336213394814,41.44160006381571
