epoch,axial_mode,decoder_type,csi_feature_mode,spatial_stem_type,background_kernel_size,input_calibration,wrist_refinement,latent_structure_loss_weight,encoder_relation_loss_weight,train_loss,train_coord_loss,train_bone_loss,train_mpjpe,train_pck_0_2,val_loss,val_coord_loss,val_bone_loss,val_mpjpe,val_pck_0_2,val_pck_0_5,current_lr,epoch_time
1,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.1949789098369496,0.12339639074728999,0.1431650383346415,0.2003304869909923,0.7133788327869726,0.11505348967917171,0.08328233147844856,0.06354231537492187,0.13519904995406115,0.8324622839174153,0.9753703779055748,2.5245272611987258e-05,43.500477416906506
2,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.11807075595949791,0.08453428501551143,0.06707294221212387,0.13689246971656763,0.8324859865402165,0.11087849184318825,0.08026304934311797,0.061230884661645064,0.13028519685253684,0.8371810772389542,0.9761591268468787,4.075181640816509e-05,44.5692361141555
3,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.11285254067136899,0.08101700717144636,0.0636710670829788,0.13136571699016672,0.8399654518106725,0.11096118945398449,0.08013853153144872,0.061645315563605155,0.12986244444125963,0.843635123717932,0.9763511714228877,6.584183097619472e-05,44.48418785119429
4,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.10838278223106797,0.0777946204491976,0.061176323716501495,0.1262700882791113,0.8490996923478698,0.10602196933678638,0.07578563556626991,0.06047266783537688,0.12330003183197093,0.8518518583274182,0.9784979459974501,9.941861659734224e-05,42.11203235387802
5,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.10338045387160762,0.07401790343507936,0.05872510108857495,0.12030608799238096,0.8587756831062121,0.09866001739914035,0.07045958443188373,0.05640086594555113,0.11455899179349711,0.8692798422884058,0.9823936928643121,0.00014001451165479795,42.114450172986835
6,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.09842225383931649,0.07036536557960554,0.05611377664668371,0.1144001263552838,0.8694735352574596,0.09661069376601113,0.07001556213807177,0.053190262961534805,0.1139835900252248,0.8705555604416647,0.9819615959826811,0.00018585504501102877,41.23127407673746
7,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.09329634081862796,0.06664195016787972,0.05330878121463707,0.10840874939113693,0.8804683084878386,0.0904265816748878,0.06499006632117578,0.050873030455392085,0.1058395614778554,0.8821673593992069,0.9841426700132865,0.0002349364992149318,41.83789376495406
8,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.0887640758277681,0.06341576362647271,0.050696624220605196,0.1031369074890345,0.8897553494282487,0.08529876669247945,0.06144920652295336,0.04769912033537288,0.1001569394380958,0.8918792941246504,0.9860768254597981,0.0002851134942040719,41.33599593164399
9,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.08441086808491133,0.060320049278865404,0.04818163747796045,0.09824482845475775,0.8983513114228437,0.0848529616292612,0.06035688323739134,0.04899215640293227,0.09844088694931548,0.8947942487398783,0.9878669463263617,0.0003341927631653793,42.23255521990359
10,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.08121556684428369,0.05807461536981795,0.04628190279873223,0.09461236240309949,0.9044130227457342,0.0829033143689603,0.05974652848125976,0.04631357122902517,0.09733610745565391,0.901831283274992,0.9868312793307834,0.00038002902155469487,41.975235003978014
11,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.0784629962261365,0.056157997935651745,0.04460999654312863,0.09158187266424646,0.9093981766294624,0.07848489515575362,0.0560980537791311,0.04477368279555698,0.09152337302764257,0.9116598147521784,0.9890603623566804,0.00042061873878230653,41.932291684206575
12,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.07584072214390156,0.05428707960118054,0.043107284835226405,0.088680552393035,0.9135177419472158,0.07604699794892912,0.05459580193883107,0.04290239234029511,0.08929419330240768,0.9109190721865054,0.9894787436650123,0.0004541877137473619,41.99247149331495
13,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.07356809609559276,0.0526883227993714,0.04175954632359774,0.08614283939659045,0.9172535701512657,0.07446677521790987,0.053326743022527226,0.04228006427118808,0.08707813524169686,0.9159190744235192,0.9895884827036916,0.00047926862624155507,41.71707340236753
14,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.07141015856927178,0.051198217104046324,0.040423882958394955,0.08382122664176629,0.9207428306280626,0.07274846857712593,0.051894669514379384,0.04170759816596537,0.0849875337878863,0.916796990117909,0.9909602226445704,0.0004947651744033074,41.40000933036208
15,parallel_sum,joint,raw,baseline,9,none,False,0.0,0.0,0.06957063958721806,0.049862402595450384,0.03941647427415341,0.08172837258605477,0.9235123604605917,0.07109069763142385,0.050967029855575094,0.040247335253674306,0.08371628356936538,0.919156384644685,0.9903635162483027,0.0004999999989929377,41.66761248977855
