epoch,csi_feature_mode,spatial_stem_type,background_kernel_size,input_calibration,wrist_refinement,latent_structure_loss_weight,encoder_relation_loss_weight,distal_loss_weight,distal_replay_factor,distal_replay_fraction,source_replay_weight,wrist_direction_loss_weight,train_loss,train_coord_loss,train_bone_loss,train_mpjpe,train_pck_0_2,val_loss,val_coord_loss,val_bone_loss,val_mpjpe,val_pck_0_2,current_lr,epoch_time,train_target_loss
1,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.13375094093658305,0.09943283836782714,0.06863620594511798,0.16043381851396443,0.800740747363479,0.12264200068550345,0.08981895000110438,0.06564610165946277,0.1447165470469145,0.8299039863657068,3.4498871749967346e-05,8.134893487207592,0.13375094093658305
2,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.1158730117995062,0.08417462446807343,0.06339677469229993,0.13571451761104442,0.8394581698193962,0.11015921812366557,0.07913290899476887,0.062052617637831486,0.12776108410255407,0.8509259322248859,7.624367631635267e-05,7.057785876095295,0.1158730117995062
3,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.10574426575207416,0.07555621252751644,0.0603761061547715,0.12212982456993174,0.8576543272571799,0.1030592899410813,0.07325088636374769,0.059616806341542136,0.1185598126164189,0.8620370423352277,0.0001401906423021937,7.138184493873268,0.10574426575207416
4,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.09814093264164749,0.069379120539,0.05752362428072058,0.11234109609583277,0.8737722978474182,0.09763071426270921,0.06884102429320783,0.05757938026462072,0.11146975055520918,0.8769615997502833,0.00021861344588558853,7.174486298114061,0.09814093264164749
5,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.09106128418151244,0.06417125689026751,0.053780054225597854,0.10405137015345656,0.8898491162723965,0.09437660154185178,0.06714702179586446,0.05445915940367145,0.10866393700793937,0.8825102967686124,0.0003020367356379662,7.036227950360626,0.09106128418151244
6,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.08527081525252189,0.060013584428363374,0.05051446156001385,0.09727150324318144,0.9037997322906682,0.0926159848475162,0.06622110156733313,0.05278976658796087,0.10727886818809274,0.8850548777756868,0.00038038098173365914,7.294045575894415,0.08527081525252189
7,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.08108236292997996,0.05708382766371892,0.0479970712426268,0.09241571750169919,0.9131344347529942,0.09073587109645208,0.06443206093561502,0.05260761994086666,0.10435572204214555,0.8913854671113285,0.00044418032436858984,7.132190194912255,0.08108236292997996
8,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.07795161872734258,0.05508327693299011,0.04573668326124733,0.08933781972269952,0.917976685512213,0.09012103605049628,0.06457715710004171,0.05108775778133192,0.10465913318557504,0.8880932834413316,0.00048572627615445745,7.4240759261883795,0.07795161872734258
9,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.07431129249525659,0.052395302555811256,0.04383198032408585,0.08482999946232195,0.9270301837685667,0.08941243800116173,0.0630313437073319,0.05276218898686362,0.10227937129176694,0.8939300474414119,0.0004999998265611822,7.041009038686752,0.07431129249525659
10,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.07018477781687253,0.04938458511306916,0.041600385495909935,0.08002932723657584,0.9352880737810959,0.09078658566798693,0.06516265109733299,0.051247868876398345,0.10547502416887401,0.8924074119403038,0.0004971637574277529,6.962004280183464,0.07018477781687253
