epoch,csi_feature_mode,spatial_stem_type,background_kernel_size,input_calibration,wrist_refinement,latent_structure_loss_weight,encoder_relation_loss_weight,distal_loss_weight,distal_replay_factor,distal_replay_fraction,source_replay_weight,wrist_direction_loss_weight,train_loss,train_coord_loss,train_bone_loss,train_mpjpe,train_pck_0_2,val_loss,val_coord_loss,val_bone_loss,val_mpjpe,val_pck_0_2,current_lr,epoch_time,train_target_loss
1,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.15641767504038634,0.11893768514747972,0.0749599810551714,0.19159274730417464,0.7299382713105943,0.15208778820655963,0.11517302045851578,0.07382953617307875,0.18591343118084802,0.7493347122051097,3.483407937860376e-05,2.3063998809084296,0.15641767504038634
2,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.14713207979996998,0.11093048083561438,0.072403198811743,0.17878908537052296,0.7575102920885439,0.14289533329598697,0.10715608779294991,0.07147849108517906,0.1727396708285367,0.7774554217597585,7.750256825599257e-05,1.4955904679372907,0.14713207979996998
3,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.13652942887058964,0.10171538420297481,0.06962808856257686,0.16370833858295722,0.7920782014175698,0.13476528838828758,0.1000608593372651,0.06940885850492819,0.161403835967735,0.7991563837322188,0.00014273090204073078,1.454985115211457,0.13652942887058964
4,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.1289114480217298,0.09506062081566563,0.06770165352909653,0.1530994776222441,0.8099794228871663,0.12930911695147737,0.0951870310821651,0.06824417189867409,0.15333746757772235,0.8144924613575877,0.00022245572839034455,1.4810981466434896,0.1289114480217298
5,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.12158349951108297,0.08895363432389719,0.06525973484471992,0.143117538370468,0.8290123608377244,0.12583832854841961,0.09238150504268246,0.06691364703722942,0.14858241667718064,0.8232853284588566,0.0003068216772838708,1.4710413147695363,0.12158349951108297
6,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.1127390335003535,0.08159994543702515,0.06227817441578264,0.1315742819397538,0.8478395099993106,0.12144617450090102,0.08861915200948715,0.06565404441069674,0.14277485681168828,0.8304389653676821,0.00038539965553182774,1.5508735477924347,0.1127390335003535
7,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.10391992225691124,0.07450384864652598,0.05883214898683407,0.12025714119275412,0.8625514445481477,0.12076043162816837,0.08819660698190147,0.06512764980395636,0.14193024832157441,0.8294787456959853,0.00044847606341137875,1.3952272310853004,0.10391992225691124
8,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.09608122805754343,0.06849387128044057,0.05517471374736892,0.11092524981057203,0.8765432084048236,0.1188278646601571,0.08595352775152819,0.06574867252582385,0.1383350024179176,0.8373045345588966,0.0004882535639108369,1.4022570890374482,0.09608122805754343
9,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.08767118415346851,0.06174377512048792,0.05185482096340921,0.09972913474948318,0.8967078270735565,0.11822000140393221,0.08544294012181552,0.06555412268197094,0.1376869586882768,0.837674908373091,0.0004999654650542295,1.4004585188813508,0.08767118415346851
10,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.08113636760799973,0.05740980815004419,0.047453120875137825,0.09295222952410027,0.907098772349181,0.11743085717713392,0.08468870806841203,0.06548429797828934,0.13633953967948018,0.8387997321729307,0.0004965543703535437,1.5304238041862845,0.08113636760799973
11,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.07510809379595297,0.05300811667133261,0.04419995513227251,0.08558746024414345,0.9224279986487495,0.11816015761207652,0.08531644279942101,0.06568742947813905,0.13730120839896026,0.8410013804023648,0.0004876358818214678,1.5544444872066379,0.07510809379595297
12,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.06928298379536028,0.048962850923891424,0.04064026593610093,0.07913094273319951,0.9377572147934525,0.11863846867908666,0.08562175393840413,0.06603342863144698,0.13778207448529609,0.8414403307290724,0.00047340922375444986,1.5352269522845745,0.06928298379536028
13,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.0649074520777773,0.04587383032948882,0.03806724305506106,0.07401207762735862,0.9455761291362621,0.11648781203929288,0.08363413748181897,0.06570734864767687,0.13464097002774109,0.8433470583550724,0.0004541921961848622,1.4596000560559332,0.0649074520777773
14,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.060141786491429365,0.042233559710008126,0.03581645336967927,0.06822242284262622,0.9532921866134361,0.11724092635107629,0.08432127188753198,0.06583930862906538,0.13566932610891483,0.8415020659823477,0.00043041407575342735,1.4572560810483992,0.060141786491429365
15,raw,baseline,9,none,False,0.0,0.0,0.0,1,0.5,0.0,0.0,0.055920929020201716,0.039417953458097246,0.03300595112420895,0.06372037474755887,0.960699580333851,0.11688017738454136,0.08434241383164018,0.06507552703405604,0.13573153953125447,0.842537728032948,0.00040260602637842225,1.4398193317465484,0.055920929020201716
